user_id,cluster,cluster_name,churn,pv_count,cart_count,fav_count,buy_count,active_days,cat_breadth,recency
1000732,2,活跃潜力用户,0,11.0,3.0,0.0,0.0,3.0,7.0,1.0
1000735,2,活跃潜力用户,0,54.0,8.0,0.0,0.0,3.0,13.0,2.0
1000738,1,早期沉睡用户,1,76.0,7.0,0.0,1.0,6.0,16.0,0.0
1000749,2,活跃潜力用户,0,96.0,5.0,0.0,1.0,6.0,30.0,0.0
100075,2,活跃潜力用户,1,122.0,4.0,9.0,2.0,6.0,51.0,0.0
1000751,1,早期沉睡用户,1,98.0,0.0,4.0,1.0,5.0,16.0,1.0
1000772,2,活跃潜力用户,0,1.0,1.0,0.0,0.0,2.0,2.0,1.0
1000792,0,高价值忠诚用户,0,51.0,9.0,0.0,4.0,5.0,13.0,0.0
10008,2,活跃潜力用户,0,37.0,10.0,0.0,2.0,5.0,18.0,0.0
1000803,1,早期沉睡用户,1,70.0,0.0,0.0,1.0,2.0,14.0,2.0
1000807,0,高价值忠诚用户,0,80.0,8.0,1.0,4.0,6.0,20.0,0.0
1000810,2,活跃潜力用户,0,11.0,0.0,0.0,0.0,2.0,7.0,3.0
1000811,2,活跃潜力用户,1,50.0,1.0,9.0,2.0,4.0,15.0,0.0
1000836,2,活跃潜力用户,0,161.0,12.0,0.0,2.0,6.0,42.0,0.0
1000840,2,活跃潜力用户,0,103.0,13.0,0.0,0.0,6.0,24.0,0.0
1000856,2,活跃潜力用户,1,140.0,9.0,0.0,3.0,6.0,51.0,0.0
1000857,1,早期沉睡用户,1,1.0,2.0,0.0,1.0,3.0,3.0,1.0
1000865,2,活跃潜力用户,0,20.0,1.0,0.0,0.0,4.0,11.0,0.0
1000866,1,早期沉睡用户,1,118.0,1.0,1.0,1.0,5.0,42.0,1.0
1000867,2,活跃潜力用户,1,7.0,0.0,0.0,1.0,4.0,7.0,0.0
1000872,2,活跃潜力用户,0,45.0,1.0,1.0,3.0,5.0,15.0,1.0
1000877,0,高价值忠诚用户,1,39.0,3.0,2.0,7.0,6.0,20.0,0.0
1000878,2,活跃潜力用户,0,34.0,5.0,2.0,2.0,2.0,10.0,0.0
100088,2,活跃潜力用户,0,6.0,0.0,0.0,1.0,2.0,3.0,0.0
1000896,1,早期沉睡用户,1,95.0,1.0,0.0,2.0,5.0,29.0,1.0
10009,0,高价值忠诚用户,0,270.0,8.0,0.0,7.0,6.0,67.0,0.0
100091,2,活跃潜力用户,0,32.0,0.0,0.0,1.0,4.0,12.0,0.0
1000911,0,高价值忠诚用户,0,63.0,0.0,1.0,3.0,6.0,21.0,0.0
1000916,2,活跃潜力用户,0,13.0,0.0,0.0,1.0,3.0,5.0,0.0
1000919,1,早期沉睡用户,1,47.0,4.0,0.0,1.0,5.0,19.0,0.0
1000922,1,早期沉睡用户,1,35.0,1.0,0.0,1.0,3.0,9.0,1.0
1000923,2,活跃潜力用户,0,7.0,0.0,0.0,0.0,2.0,6.0,3.0
1000936,1,早期沉睡用户,1,90.0,0.0,3.0,2.0,6.0,22.0,0.0
1000937,2,活跃潜力用户,0,102.0,0.0,5.0,3.0,3.0,27.0,0.0
100095,1,早期沉睡用户,1,29.0,10.0,1.0,1.0,5.0,8.0,0.0
1000959,1,早期沉睡用户,1,39.0,5.0,0.0,1.0,5.0,18.0,0.0
1000962,2,活跃潜力用户,1,58.0,0.0,4.0,3.0,4.0,24.0,0.0
1000964,1,早期沉睡用户,1,11.0,3.0,0.0,1.0,6.0,10.0,0.0
1000984,2,活跃潜力用户,1,22.0,0.0,0.0,1.0,3.0,7.0,0.0
1001005,2,活跃潜力用户,0,108.0,6.0,0.0,0.0,6.0,27.0,0.0
1001009,2,活跃潜力用户,1,21.0,0.0,2.0,3.0,4.0,10.0,0.0
100101,3,超级用户,0,106.0,3.0,0.0,23.0,6.0,34.0,0.0
1001017,1,早期沉睡用户,1,67.0,11.0,0.0,2.0,5.0,18.0,0.0
1001018,1,早期沉睡用户,1,3.0,1.0,0.0,1.0,3.0,4.0,2.0
1001024,1,早期沉睡用户,1,26.0,6.0,0.0,2.0,6.0,12.0,0.0
100103,2,活跃潜力用户,0,12.0,0.0,0.0,0.0,4.0,11.0,0.0
1001048,2,活跃潜力用户,0,74.0,1.0,6.0,0.0,4.0,22.0,0.0
100105,2,活跃潜力用户,0,42.0,1.0,0.0,0.0,2.0,4.0,1.0
1001054,0,高价值忠诚用户,0,265.0,10.0,0.0,4.0,6.0,42.0,0.0
1001065,2,活跃潜力用户,1,33.0,4.0,0.0,4.0,5.0,16.0,0.0
100107,2,活跃潜力用户,0,67.0,2.0,0.0,2.0,5.0,9.0,1.0
1001081,0,高价值忠诚用户,0,7.0,0.0,0.0,3.0,2.0,5.0,2.0
1001088,1,早期沉睡用户,1,54.0,6.0,0.0,2.0,4.0,22.0,0.0
100109,1,早期沉睡用户,1,86.0,3.0,0.0,1.0,5.0,30.0,0.0
1001092,1,早期沉睡用户,1,14.0,1.0,0.0,2.0,2.0,6.0,0.0
1001099,2,活跃潜力用户,0,22.0,1.0,3.0,3.0,4.0,7.0,0.0
1001102,2,活跃潜力用户,0,82.0,6.0,0.0,1.0,6.0,24.0,0.0
1001104,2,活跃潜力用户,0,54.0,0.0,1.0,1.0,6.0,15.0,0.0
1001108,1,早期沉睡用户,1,47.0,4.0,6.0,1.0,5.0,15.0,0.0
1001120,2,活跃潜力用户,1,69.0,0.0,13.0,4.0,6.0,38.0,0.0
1001121,2,活跃潜力用户,1,11.0,8.0,0.0,1.0,3.0,4.0,0.0
100113,1,早期沉睡用户,1,54.0,1.0,0.0,3.0,6.0,19.0,0.0
1001131,2,活跃潜力用户,0,37.0,12.0,0.0,2.0,6.0,11.0,0.0
1001138,2,活跃潜力用户,0,9.0,0.0,0.0,0.0,2.0,4.0,1.0
1001145,0,高价值忠诚用户,0,43.0,7.0,1.0,3.0,6.0,13.0,0.0
1001148,2,活跃潜力用户,0,0.0,1.0,4.0,0.0,2.0,3.0,3.0
1001151,2,活跃潜力用户,0,48.0,2.0,0.0,2.0,5.0,6.0,0.0
1001154,1,早期沉睡用户,1,25.0,0.0,0.0,1.0,3.0,8.0,0.0
100116,0,高价值忠诚用户,0,33.0,0.0,0.0,7.0,6.0,30.0,0.0
1001185,1,早期沉睡用户,1,147.0,9.0,0.0,2.0,6.0,35.0,0.0
1001186,2,活跃潜力用户,0,120.0,1.0,1.0,2.0,6.0,49.0,0.0
1001199,0,高价值忠诚用户,0,43.0,4.0,1.0,7.0,5.0,24.0,0.0
1001201,2,活跃潜力用户,0,20.0,0.0,0.0,1.0,2.0,5.0,1.0
1001228,2,活跃潜力用户,0,12.0,0.0,0.0,0.0,3.0,7.0,2.0
1001230,2,活跃潜力用户,1,42.0,2.0,6.0,2.0,6.0,20.0,0.0
1001232,2,活跃潜力用户,1,360.0,1.0,21.0,4.0,6.0,87.0,0.0
1001235,2,活跃潜力用户,0,25.0,2.0,0.0,2.0,6.0,8.0,0.0
1001241,0,高价值忠诚用户,0,16.0,0.0,0.0,4.0,5.0,8.0,1.0
1001248,1,早期沉睡用户,1,22.0,0.0,0.0,3.0,4.0,10.0,1.0
1001265,2,活跃潜力用户,0,2.0,3.0,0.0,0.0,2.0,2.0,0.0
1001270,2,活跃潜力用户,0,48.0,17.0,0.0,1.0,6.0,15.0,0.0
100128,2,活跃潜力用户,0,50.0,2.0,1.0,1.0,5.0,10.0,0.0
1001301,1,早期沉睡用户,1,99.0,4.0,2.0,1.0,6.0,22.0,0.0
1001305,0,高价值忠诚用户,1,69.0,5.0,0.0,15.0,6.0,43.0,0.0
1001313,2,活跃潜力用户,0,4.0,0.0,0.0,0.0,2.0,3.0,3.0
1001326,0,高价值忠诚用户,0,145.0,30.0,40.0,2.0,6.0,47.0,0.0
1001327,1,早期沉睡用户,1,92.0,13.0,24.0,1.0,4.0,23.0,0.0
100134,0,高价值忠诚用户,1,60.0,3.0,0.0,14.0,5.0,33.0,1.0
1001346,1,早期沉睡用户,1,99.0,5.0,3.0,1.0,6.0,30.0,0.0
1001347,2,活跃潜力用户,0,38.0,7.0,0.0,1.0,6.0,14.0,0.0
1001352,2,活跃潜力用户,0,4.0,1.0,0.0,1.0,3.0,5.0,0.0
1001360,1,早期沉睡用户,1,54.0,20.0,0.0,1.0,5.0,16.0,0.0
1001373,0,高价值忠诚用户,1,44.0,8.0,1.0,5.0,5.0,14.0,0.0
1001375,0,高价值忠诚用户,0,56.0,2.0,0.0,3.0,3.0,24.0,0.0
1001378,0,高价值忠诚用户,0,49.0,3.0,0.0,3.0,6.0,32.0,0.0
1001381,2,活跃潜力用户,0,51.0,3.0,0.0,1.0,5.0,16.0,1.0
1001404,2,活跃潜力用户,0,45.0,12.0,6.0,1.0,6.0,26.0,0.0
100141,2,活跃潜力用户,0,53.0,7.0,2.0,1.0,3.0,8.0,0.0
1001419,0,高价值忠诚用户,0,80.0,11.0,2.0,6.0,5.0,32.0,0.0
1001420,1,早期沉睡用户,1,4.0,0.0,0.0,3.0,2.0,5.0,2.0
1001421,2,活跃潜力用户,1,158.0,21.0,1.0,2.0,6.0,57.0,0.0
1001438,1,早期沉睡用户,1,53.0,9.0,5.0,1.0,6.0,30.0,0.0
1001441,2,活跃潜力用户,0,67.0,4.0,1.0,1.0,4.0,19.0,1.0
1001444,2,活跃潜力用户,0,45.0,0.0,0.0,2.0,5.0,26.0,0.0
1001460,2,活跃潜力用户,1,253.0,13.0,0.0,1.0,6.0,45.0,0.0
1001461,0,高价值忠诚用户,1,61.0,15.0,5.0,6.0,5.0,19.0,0.0
1001466,0,高价值忠诚用户,0,129.0,8.0,5.0,2.0,6.0,26.0,0.0
1001472,1,早期沉睡用户,1,17.0,4.0,0.0,5.0,4.0,14.0,1.0
1001482,1,早期沉睡用户,1,147.0,15.0,1.0,1.0,6.0,46.0,0.0
1001489,1,早期沉睡用户,1,4.0,0.0,0.0,1.0,3.0,4.0,2.0
1001492,1,早期沉睡用户,1,15.0,0.0,0.0,1.0,5.0,9.0,0.0
1001512,2,活跃潜力用户,0,78.0,3.0,0.0,0.0,4.0,25.0,0.0
1001521,1,早期沉睡用户,1,17.0,3.0,1.0,1.0,4.0,10.0,0.0
1001524,2,活跃潜力用户,0,120.0,14.0,0.0,0.0,6.0,39.0,0.0
1001531,2,活跃潜力用户,0,7.0,0.0,0.0,0.0,2.0,6.0,1.0
1001532,2,活跃潜力用户,0,23.0,0.0,0.0,0.0,2.0,6.0,1.0
1001534,1,早期沉睡用户,1,58.0,2.0,0.0,1.0,5.0,28.0,0.0
1001537,0,高价值忠诚用户,0,82.0,1.0,0.0,5.0,6.0,25.0,0.0
1001543,1,早期沉睡用户,1,8.0,0.0,0.0,1.0,2.0,5.0,2.0
1001545,0,高价值忠诚用户,0,43.0,0.0,4.0,9.0,6.0,24.0,0.0
1001551,2,活跃潜力用户,0,48.0,0.0,11.0,0.0,5.0,13.0,0.0
1001557,2,活跃潜力用户,0,7.0,0.0,0.0,0.0,1.0,4.0,4.0
1001562,2,活跃潜力用户,1,5.0,0.0,0.0,2.0,4.0,5.0,0.0
1001566,0,高价值忠诚用户,0,158.0,6.0,0.0,6.0,6.0,36.0,0.0
1001569,1,早期沉睡用户,1,171.0,7.0,16.0,2.0,6.0,18.0,0.0
1001578,2,活跃潜力用户,0,3.0,0.0,7.0,1.0,2.0,6.0,4.0
1001591,2,活跃潜力用户,0,5.0,0.0,0.0,0.0,3.0,4.0,0.0
1001596,2,活跃潜力用户,0,7.0,0.0,0.0,2.0,4.0,7.0,0.0
1001601,2,活跃潜力用户,1,7.0,0.0,0.0,2.0,3.0,4.0,0.0
1001606,2,活跃潜力用户,0,2.0,0.0,0.0,0.0,1.0,2.0,3.0
1001608,1,早期沉睡用户,1,68.0,0.0,6.0,1.0,6.0,16.0,0.0
1001618,1,早期沉睡用户,1,219.0,20.0,0.0,1.0,6.0,25.0,0.0
1001625,0,高价值忠诚用户,0,277.0,32.0,2.0,4.0,6.0,60.0,0.0
1001626,2,活跃潜力用户,1,86.0,0.0,4.0,2.0,5.0,29.0,0.0
1001628,2,活跃潜力用户,1,32.0,0.0,0.0,1.0,5.0,9.0,0.0
1001629,0,高价值忠诚用户,0,28.0,4.0,0.0,5.0,5.0,14.0,0.0
100164,1,早期沉睡用户,1,20.0,1.0,0.0,1.0,4.0,11.0,0.0
1001641,1,早期沉睡用户,1,45.0,5.0,0.0,2.0,4.0,10.0,0.0
1001652,2,活跃潜力用户,0,27.0,0.0,0.0,1.0,4.0,9.0,0.0
1001654,2,活跃潜力用户,0,79.0,2.0,0.0,0.0,5.0,23.0,0.0
1001662,0,高价值忠诚用户,1,85.0,0.0,0.0,9.0,6.0,20.0,0.0
1001667,2,活跃潜力用户,0,57.0,9.0,0.0,0.0,6.0,14.0,0.0
1001673,1,早期沉睡用户,1,56.0,2.0,1.0,2.0,5.0,21.0,0.0
1001676,2,活跃潜力用户,0,47.0,0.0,0.0,1.0,6.0,7.0,0.0
1001686,2,活跃潜力用户,0,135.0,7.0,0.0,0.0,5.0,23.0,0.0
1001688,1,早期沉睡用户,1,191.0,5.0,0.0,1.0,6.0,25.0,0.0
1001689,2,活跃潜力用户,0,23.0,4.0,2.0,0.0,4.0,4.0,0.0
1001697,2,活跃潜力用户,0,60.0,0.0,2.0,0.0,5.0,29.0,0.0
1001700,2,活跃潜力用户,1,29.0,13.0,8.0,2.0,6.0,20.0,0.0
1001711,0,高价值忠诚用户,0,123.0,1.0,0.0,3.0,5.0,28.0,0.0
100173,0,高价值忠诚用户,0,66.0,0.0,11.0,4.0,6.0,16.0,0.0
1001737,2,活跃潜力用户,1,40.0,8.0,0.0,3.0,5.0,23.0,0.0
1001744,1,早期沉睡用户,1,55.0,2.0,0.0,1.0,6.0,36.0,0.0
1001757,2,活跃潜力用户,0,50.0,3.0,0.0,1.0,6.0,5.0,0.0
1001769,1,早期沉睡用户,1,28.0,0.0,0.0,3.0,5.0,17.0,1.0
100177,1,早期沉睡用户,1,78.0,12.0,0.0,3.0,5.0,21.0,0.0
1001771,1,早期沉睡用户,1,131.0,6.0,0.0,1.0,5.0,23.0,0.0
1001783,2,活跃潜力用户,0,49.0,3.0,1.0,3.0,6.0,14.0,0.0
1001784,1,早期沉睡用户,1,101.0,2.0,12.0,2.0,6.0,18.0,0.0
1001788,1,早期沉睡用户,1,162.0,13.0,0.0,3.0,6.0,24.0,0.0
1001800,2,活跃潜力用户,0,33.0,2.0,0.0,0.0,4.0,10.0,1.0
1001803,1,早期沉睡用户,1,80.0,6.0,0.0,2.0,6.0,13.0,0.0
1001804,2,活跃潜力用户,0,8.0,0.0,0.0,1.0,4.0,8.0,0.0
1001809,1,早期沉睡用户,1,18.0,0.0,1.0,1.0,4.0,9.0,1.0
1001823,2,活跃潜力用户,1,38.0,5.0,0.0,1.0,4.0,11.0,0.0
1001829,2,活跃潜力用户,0,121.0,0.0,2.0,3.0,6.0,26.0,0.0
100184,2,活跃潜力用户,0,58.0,0.0,10.0,0.0,4.0,18.0,2.0
1001841,0,高价值忠诚用户,0,92.0,13.0,0.0,5.0,4.0,35.0,0.0
1001844,2,活跃潜力用户,0,42.0,2.0,4.0,0.0,5.0,15.0,0.0
1001847,1,早期沉睡用户,1,281.0,15.0,0.0,3.0,6.0,71.0,0.0
1001850,2,活跃潜力用户,0,13.0,0.0,0.0,1.0,4.0,11.0,0.0
1001855,1,早期沉睡用户,1,88.0,1.0,8.0,3.0,6.0,44.0,0.0
1001856,0,高价值忠诚用户,0,50.0,1.0,3.0,5.0,6.0,16.0,0.0
100186,0,高价值忠诚用户,0,17.0,2.0,0.0,3.0,5.0,10.0,0.0
1001860,2,活跃潜力用户,0,272.0,8.0,2.0,3.0,6.0,48.0,0.0
1001866,0,高价值忠诚用户,1,36.0,3.0,0.0,15.0,3.0,24.0,0.0
1001870,2,活跃潜力用户,0,30.0,0.0,0.0,1.0,3.0,9.0,0.0
1001872,1,早期沉睡用户,1,112.0,9.0,0.0,2.0,5.0,10.0,0.0
1001875,2,活跃潜力用户,0,75.0,0.0,2.0,4.0,6.0,14.0,0.0
1001876,2,活跃潜力用户,0,106.0,2.0,0.0,1.0,6.0,20.0,0.0
1001877,2,活跃潜力用户,0,136.0,4.0,2.0,2.0,5.0,34.0,1.0
1001879,2,活跃潜力用户,0,8.0,0.0,0.0,0.0,2.0,5.0,0.0
1001882,2,活跃潜力用户,0,44.0,12.0,0.0,0.0,4.0,19.0,0.0
1001891,2,活跃潜力用户,1,8.0,0.0,0.0,2.0,5.0,7.0,0.0
1001902,2,活跃潜力用户,0,28.0,0.0,4.0,0.0,4.0,13.0,0.0
1001903,1,早期沉睡用户,1,16.0,1.0,0.0,1.0,4.0,8.0,0.0
1001908,2,活跃潜力用户,0,118.0,0.0,9.0,1.0,6.0,19.0,0.0
100191,0,高价值忠诚用户,0,169.0,19.0,0.0,2.0,6.0,44.0,0.0
1001912,2,活跃潜力用户,0,211.0,6.0,0.0,0.0,5.0,101.0,1.0
1001915,0,高价值忠诚用户,0,180.0,6.0,0.0,1.0,6.0,45.0,0.0
1001917,2,活跃潜力用户,1,35.0,8.0,0.0,3.0,6.0,10.0,0.0
1001920,2,活跃潜力用户,0,64.0,0.0,0.0,0.0,3.0,7.0,0.0
1001921,0,高价值忠诚用户,0,100.0,3.0,1.0,2.0,5.0,21.0,1.0
1001944,2,活跃潜力用户,1,50.0,14.0,0.0,4.0,5.0,29.0,0.0
1001946,1,早期沉睡用户,1,91.0,7.0,1.0,1.0,6.0,20.0,0.0
1001947,2,活跃潜力用户,0,24.0,0.0,0.0,0.0,4.0,12.0,1.0
1001952,2,活跃潜力用户,0,31.0,0.0,2.0,1.0,5.0,11.0,0.0
1001967,2,活跃潜力用户,0,83.0,3.0,0.0,0.0,5.0,14.0,0.0
100197,2,活跃潜力用户,0,4.0,0.0,1.0,1.0,3.0,4.0,1.0
1001981,1,早期沉睡用户,1,2.0,1.0,0.0,1.0,2.0,3.0,0.0
1001982,2,活跃潜力用户,0,6.0,0.0,2.0,0.0,2.0,6.0,0.0
1001985,1,早期沉睡用户,1,1.0,0.0,0.0,1.0,2.0,2.0,1.0
1001988,2,活跃潜力用户,0,118.0,31.0,0.0,0.0,6.0,24.0,0.0
10020,1,早期沉睡用户,1,11.0,2.0,1.0,1.0,4.0,7.0,0.0
1002005,2,活跃潜力用户,1,86.0,14.0,0.0,1.0,5.0,16.0,0.0
1002010,2,活跃潜力用户,1,121.0,6.0,27.0,1.0,6.0,32.0,0.0
1002020,2,活跃潜力用户,0,77.0,2.0,3.0,2.0,2.0,16.0,0.0
1002031,0,高价值忠诚用户,0,172.0,1.0,9.0,12.0,6.0,32.0,0.0
1002032,2,活跃潜力用户,1,29.0,0.0,0.0,4.0,4.0,11.0,0.0
1002034,0,高价值忠诚用户,0,37.0,1.0,0.0,4.0,5.0,15.0,1.0
100204,1,早期沉睡用户,1,109.0,5.0,0.0,5.0,6.0,29.0,0.0
